Application ID,Chief Investigator Team,Funding Scheme,Grant Title,Administering Institution,Grant Start Date,Total amount awarded,Plain Description
2000044,Prof Erica Fletcher,Development Grants,Development of AD214 a novel anti-fibrotic treatment for advanced Age related macular degeneration,University of Melbourne,6/10/2020,687994,"Age related macular degeneration remains the leading cause of blindness in this and other industrialised countries. Although treatment is available for an advanced form of the disease, many do not respond, or lose significant amounts of vision with long term treatment. This proposal will provide critical data for commericalizing a novel therapy called an i-body (AD214), that reduces vision loss in this disease by blocking the formation of scarring with reduced need for injections."
2000079,Prof Mark Smyth,Development Grants,New multivalent antibodies for immunooncology,QIMR Berghofer Medical Research Institute,6/10/2020,808978,"Cancer is now the number one killer of Australians and there is an unmet medical need to develop new therapies that are safe and maximize anti-cancer efficacy. Cancer immunotherapy now represents a new fourth pillar in cancer treatment to complement surgery, radiotherapy and chemo-/targeted therapies. This application aims to develop new therapeutic approaches to broaden the effectiveness of cancer immunotherapy and potentially allow the treatment of a broader range of cancers and patients."
2000087,Prof Jonathan Baell,Development Grants,Development of a New Class of Broad-Stage Antimalarial Agents,Monash University,6/10/2020,729036.5,"In 2017, there were almost 220 million cases of malaria across 90 different countries, associated with 435,000 deaths, and with 65-70% of all malaria deaths tragically being children under the age of 5 years old. No significant progress in reducing global malaria cases has been made over the last 4 years and the need for new and better treatments remains dire. In this research and development plan, we will develop novel and safer drugs for the treatment of drug resistant malaria."
2000088,Prof Eric Reynolds,Development Grants,Repair of tooth enamel/dentine by biomimetic mineralisation,University of Melbourne,6/10/2020,1107069,Dental caries (tooth decay) and erosion involve loss of tooth mineral and are major public health problems. The project will involve the proof-of-concept testing of a prototype dental professional product MI Enamel/Dentine RepairTM to repair early stages of mineral loss non-invasively. This will result in the development of a system which should revolutionize dental practice globally for the non-invasive repair of early tooth decay and erosion lesions with a surface seal of tooth-like mineral.
2000095,A/Pr Trent Woodruff,Development Grants,Targeting complement C5a receptor 2 as a disease-modifying treatment for motor neuron disease,University of Queensland,6/10/2020,636328.61,"Motor neuron disease (MND) is a devasting terminal condition that has no effective treatment. We have identified a novel drug which inhibits an immune protein that can potentially treat MND. In this project we will test this drug in rodent models of MND, and validate its effectiveness in relevant MND immune cells. Ultimately, this project will identify a new potential drug for MND."
2000097,Dr Remy Robert,Development Grants,A bispecific antibody to synergise checkpoint blockers in oncology,Monash University,6/10/2020,636492.2,"Cancer hides from the immune system in its earliest stages by evading immune surveillance and a cell type named myeloid derived suppressor cell (MDSC) has been identified as the main accomplice in this evasion. Currently, there is no drugs able to specifically target those cells. Here, we will develop a new drug that will prevent their recruitment to the tumors. We believe that when use in synergy with recent immunotherapies, it will dramatically improve survival in cancer patients."
2000109,A/Pr Christiane Theda,Development Grants,The Neonav ECG Tip Location System: Better & safer care for paediatric intensive care patients,University of Melbourne,6/10/2020,879009.83,"Babies and children can be critically ill. When they need intensive care, thin, flexible tubes (catheters) are placed in their blood vessels to deliver fluids and medications. Despite best efforts, catheters may not reach or move from the correct location inside the patient and the procedures may need to be repeated. Our solution is an innovative medical device that tracks where the catheter is during and after the procedure; this makes care safer and less stressful for the babies and children."
2000120,Dr Tuncay Alan,Development Grants,Next generation hand-held nebulisers for aerosol drug delivery: using microfluidics to tune particle size,Monash University,6/10/2020,726160.4,"Chronic respiratory diseases (Asthma, COPD) affect 14% of Australians with a greater disease burden felt by elderly and young patients. These patients experience more difficulty administering medication through conventional inhalers due to a lack of coordination and dexterity. We present a patented technology which improves the pulmonary delivery of medication through a microfluidic method, within a system designed specifically to improve user experience and patient monitoring."
2000135,Dr James Wells,Development Grants,"Preclinical development of Q2361, a transforming new drug for skin cancer prevention in organ transplant recipients",University of Queensland,6/10/2020,724957,"Patients that receive organ transplants need additional medications in order to prevent organ rejection. Unfortunately, these drugs carry an unwanted side-effect - they permit the development of skin cancer. Currently, other than surgery, little can be done to help these patients. Our preliminary data suggest that a new drug may prevent these skin cancers from forming. This project aims to deliver key insights into the influence of this drug and its role in skin cancer prevention."
2000142,Prof David Kaye,Development Grants,Anti-inflammatory compound development for the treatment of heart failure with preserved ejection fraction,Baker Heart and Diabetes Institute,6/10/2020,674659,"Heart failure with preserved ejection fraction (HFpEF) is a highly prevalent and rapidly growing heart condition with no proven effective therapies. We will develop novel drugs to treat HFpEF by focussing on heart scarring and inflammation. We have promising drug candidates that will be developed during the project, and these will be ready for for phase I clinical trial by the end of this grant. The outcome of this study is poised to address the significant unmet medical need."
2000143,Dr Mark Blaskovich,Development Grants,OctapeptinX Potentiators to treat XDR Gram-negative infections,University of Queensland,6/10/2020,1377149.4,"There is an urgent need for the development of new antibiotics to treat drug-resistant infections, with the World Health Organisation and other agencies warning of a critical threat to human health. Potentiators are drugs that help obsolete antibiotics regain activity against resistant bacteria. We aim to develop a novel class of potentiators, the octapeptins, to resurrect the activity of old antibiotics so they can be used to treat infections caused by highly-resistant Gram-negative bacteria."
2000153,Prof David Grayden,Development Grants,Stentrode Neuro-stimulator,University of Melbourne,6/10/2020,934902.3,"Epilepsy affects over 65 million people worldwide and approximately 30% of sufferers do not respond to drugs. For these people, electrodes are placed in the brain to monitor brain activity and stop the initiation or progression of seizures. However, state-of-the-art devices require risky open-brain surgery. In this project, we are developing a Stentrode Neuro-Stimulator (SNS) for the treatment of drug-resistant epilepsy without the need for open-brain surgery."
2000162,A/Pr Jack Richards,Development Grants,Development of a molecular point-of-care test for hepatitis C to increase uptake of curative antiviral treatment,Burnet Institute,6/10/2020,781352.5,This project seeks to develop a new point-of-care test to detect hepatitis C virus infections. This will enable the diagnosis and initiation of curative treatment in a single healthcare visit. It is expected that this will overcome a major barrier to treating high-risk groups with these highly effective medications and will lead to higher number of cured patients.
2000163,Prof Daniel Christ,Development Grants,Development of a therapeutic monoclonal antibody,University of New South Wales,6/10/2020,656985,"Monoclonal antibodies, such as the cancer therapeutic Pembrolizumab, have revolutionised the treatment of cancer and many inflammatory conditions. With over $100 billion in sales in 2018, they also underpin a growing biotech industry. We have developed a highly specific, high affinity therapeutic antibody candidate, and demonstrated efficacy in animal models of malignancy. This project will advance and develop this monoclonal, allowing us to initiate clinical studies in patients."
2000173,Prof Stephen O'Leary,Development Grants,Hear Assure: Saving natural hearing during cochlear implantation,University of Melbourne,6/10/2020,1058536.9,"Cochlear implants provide hearing by electrical stimulation of the hearing nerve. Even people receiving cochlear implants may have natural hearing, which is lost in up to 70% of patients through trauma caused during implantation. This is a major barrier to the adoption of cochlear implants. To overcome this, we will deliver Hear Assure, our novel hearing-monitoring product that is integrated with the cochlear implant, enabling safe positioning of the implant to minimise loss of natural hearing."
2000178,Dr Nathan Palpant,Development Grants,Development of a first-in-class therapeutic for protecting the ischemic heart,University of Queensland,6/10/2020,926673,"Heart disease is the leading cause of death globally. Heart attacks are the primary cause of death associated with heart disease. We have discovered a drug, Hi1a, that blocks the injury response of the heart when a heart attack happens. There are no other drugs currently available or in the discovery pipeline that address this problem. This proposal will use models of injury to the heart as well as safety studies to help develop Hi1a as a new drug for people who suffer from heart attacks."
2000202,A/Pr Andrew Wise,Development Grants,Delivering hearing therapeutics to the clinic,Bionics Institute,6/10/2020,972243.7,This project aims to develop a treatment for hearing loss (none exist) that can be progressed to a clinical trial for patients with significant hearing impairment. The treatment involves the use of drug delivery particles that we have shown to be effective in preventing the loss of sensory auditory cells in deafness. The project will further develop and validate this technology in deafness models so that it can be applied to human patients in a first in human trial.
2000211,Dr Lindsay Wu,Development Grants,Media formulations to enhance embryo formation in assisted reproduction,University of New South Wales,6/10/2020,660132.6,"The increasing age of parenthood has led to an explosion in the demand for assisted reproductive technologies such as in vitro fertilisation (IVF). This procedure has a poor success rate and is limited by the ability of fertilised eggs to mature into early embryos in the lab prior to being transferred into women. We will develop new compounds that improve embryo growth in the clinic, which will improve IVF success rates."
1199363,Prof Ken Walder,Targeted Calls for Research,Using ‘omics to unravel the pathophysiology and repurpose drugs to treat ME/CFS,Deakin University,6/10/2020,1083010,"The cause(s) of myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) are not well known, but may involve altered function by the component of the cell that produces energy (mitochondria). We will use cutting edge stem cell technology to investigate this in detail and generate vital new knowledge that could identify new targets for the treatment of ME/CFS. We will also use a complex technology to screen a library of drugs to identify those that may be useful in the treatment of ME/CFS."
1199502,Prof Sonya Marshall-Gradisnik,Targeted Calls for Research,"Ion channel dysfunction in the pathophysiology of Myalgic Encephalomyelitis/ Chronic Fatigue Syndrome: diagnostic biomarkers, therapeutic targets and treatments",Griffith University,6/10/2020,1460700,"Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (ME/CFS) is an illness affecting up to 240,000 Australians. The cause of ME/CFS is not known, and there are currently no diagnostic tests or effective treatments. Research suggests that ion channels that transfer calcium within cells are dysfunctional in ME/CFS. Our research will investigate ion channels and calcium transfer using immune cells to help develop biomarkers for the illness and discover better treatments for these patients."
1200292,Prof Paul Gooley,Targeted Calls for Research,"Exploring the role of nitrogen metabolism, energy metabolism and mitochondrial function in the pathophysiological mechanisms of paediatric ME/CFS.",University of Melbourne,6/10/2020,784063.5,"Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (ME/CFS) is a disease diagnosed by symptoms. Our extensive research has led to a hypothesis that ME/CFS results from toxic by-products of energy production in their cells. This problem can be caused by many unique ways, which could explain the diversity of the ME/CFS patient population. We propose to test this hypothesis with a novel personalised experimental design to simultaneously produce a plethora of new knowledge for the field of ME/CFS."
1194872,Prof Justin Yerbury,Investigator Grants,Using Proteostasis framework to understand and develop therapies for MND,University of Wollongong,13/11/2020,2238220,Using Proteostasis framework to understand and develop therapies for MND
2000466,Dr Diana Hansen,International Collaborations,Identification of molecular and cellular pathways predicting susceptibility or resistance to severe dengue fever,Walter and Eliza Hall Institute of Medical Research,30/11/2020,761481.45,"This cooperative research project aims to undertake a comprehensive immunological and molecular analysis of individuals with mild versus severe dengue fever recruited at local hospitals in Jakarta, Indonesia. The project will uncover key processes responsible for the development of severe disease. This information will identify specific biomarkers for innovative diagnostic tools for early prediction/detection of cases that will progress to complicated dengue."
2000581,Prof Yuming Guo,International Collaborations,"Climate Change and Human Health in Asia: Current Impacts, Future Risks, and Health Benefits of Mitigation Policies",Monash University,30/11/2020,655307.5,"This project will comprehensively examine the burden of diseases attributed to ambient temperature in the context of climate change in Asia Pacific region, where has 60% of the world's population and nearly two-thirds of the world's poor. Knowledge arising from the project will provide vital evidence for governmental policy on implementation of the mitigation and adaptation policies to address the health challenges associated with climate change."
2001110,Prof John Mariadason,International Collaborations,Novel precision-based treatments for biliary tract cancer,La Trobe University,30/11/2020,644241.1,"Advanced biliary tract cancer has a median life-expectancy of ~12 months. The relatively low incidence of the disease in Australia requires a collaborative team-based approach to drive progress. To achieve this, we have established a multidisciplinary research team based in Australia, Thailand and Japan. Here, we will now build on our exciting preliminary discoveries to test new patient-specific treatments, and develop methods to efficiently identify patients who may respond to immunotherapy."
2001548,Dr Tuan Anh Nguyen,International Collaborations,e-DiVA (empowering Dementia Carers with an iSupport Virtual Assistant),University of South Australia,30/11/2020,1857362.7,"We aim to translate the WHO iSupport tool to Bahasa, te reo Māori and Vietnamese, and culturally and contextually adapt the WHO iSupport program to fit the health and social care systems of Australia, Indonesia, New Zealand and Vietnam. A Virtual Assistant comprising a website and a smart-device app will be developed to allow carers to search topics and provide video instruction to support them in their caring role, and evaluated through a randomised controlled trial."
2005675,A/Pr Peter Van Wijngaarden,International Collaborations,gloBal RetinAl Imaging coNSorTium fOR azheiMer's disease (BRAINSTORM),Centre for Eye Research Australia,30/11/2020,393098.5,"The retina of the eye displays features of Alzheimer's disease (AD). We have developed a new way to take photos of the eye with a rainbow-coloured flash to detect signs of AD. We now want to test how this and other eye imaging methods compare with brain scans and spinal fluid tests to identify people who are at risk of AD. We will use clinical studies, artificial intelligence, mouse models of AD and donated human tissues to achieve our aims. Our goal is to improve AD detection and care."
2005717,A/Pr Sloane Madden,International Collaborations,"Olanzapine for young PEople with aNorexia nervosa: An open-label feasibility study to test recruitment, treatment acceptance, adherence, safety, outcome measures and patients' experience to prepare for a randomised placebo-controlled trial (OPEN)",University of Sydney,30/11/2020,190799.1,"Olanzapine seems to be a helpful and safe medication in anorexia nervosa (AN), but it is not approved for AN. We will perform a preliminary study with 70 patients with AN (15 in Australia and 50 in the UK, age: 12-24 years) who can safely take olanzapine and have not gained sufficient weight or experienced improvement in their AN symptoms under specialist care. We will the acceptability and feasibility of olanzapine in AN. Patients will be examined after 8 and 16 weeks, 6 months and 12 months."
2000435,Dr Mehfuz Zaman,Ideas Grants,Vaccine to prevent Influenza Virus and Bacterial super-infection.,Griffith University,15/12/2020,707717,"Influenza viruses have the ability to pre-dispose infected hosts toward secondary bacterial complications. The mortality of viral infections that are complicated by a concurrent, or subsequent, bacterial infection (known as a super-infection), is often greater than that of either the virus or the bacteria alone. We will develop a novel multi-pathogen vaccine candidate against the major upper respiratory tract pathogens - Influenza A and Streptococcus pyogenes to prevent super-infections."
2000443,Prof Kwun Fong,Ideas Grants,Early lung cancer biomarkers,University of Queensland,15/12/2020,754893.2,"We aim to discover and develop a blood test that can predict which lung cancers have spread to lymph glands in the chest, to help decide on the best treatment options."
2000461,Prof Stephen Nutt,Ideas Grants,Programming dendritic cell differentiation,Walter and Eliza Hall Institute of Medical Research,15/12/2020,1093314.8,Dendritic cells are essential components of our immune systems. They are located throughout our body and provide the first line of defence against invading microbes. Dendritic cells sense the invader and send out signals to recruit our immune cells to the site of infection. Our research aims to understand how our dendritic cell network is set up and how it functions to promote our immune health.
2000465,Prof Julianne Coffin,Ideas Grants,Working with horses to promote the wellbeing of Aboriginal youth: An experiential learning approach for the Kimberley,University of Western Australia,15/12/2020,2516797.4,"This project aims to implement an Aboriginal-led Equine-Assisted Learning (EAL) program in multiple locations across the Kimberley to enhance the social and emotional wellbeing of Aboriginal youth. EAL is a learning approach where participants learn important life skills by 'doing' activities with horses. These activities enhance problem-solving skills, communication, self‐awareness, and emotional regulation by engaging multiple brain systems, which can help cope with disruptive life stressors."
2000483,Dr Malcolm Starkey,Ideas Grants,Therapeutic targeting of interleukin-22 for severe paediatric urinary tract infection and associated renal complications,Monash University,15/12/2020,997139,"Urinary tract infections are among the most common bacterial infections and are associated with the development of chronic kidney disease. The bacteria that cause these infections are becoming increasingly resistant to antibiotic therapy. Therefore, new strategies that target the immune system rather than the bacteria are urgently needed. This study will provide evidence for re-purposing novel immunotherapies targeting the protein interleukin-22 that are being developed for other diseases."
2000485,Prof Elizabeth Gardiner,Ideas Grants,Understanding and controlling thrombus formation,Australian National University,15/12/2020,896888.31,"The rapid interactions of circulating human blood platelets is critical to prevent bleeding, but can cause thrombotic diseases (heart attack, stroke). These highly regulated interactions involve specific adhesive proteins. Our studies will define factors regulating platelet interactions. Imaging the thrombotic process will quantify platelet function at an unprecedented resolution and we have a panel of new candidate reagents that will be assessed for antithrombotic potential."
2000512,Dr Linda Wakim,Ideas Grants,Identifying the correlates of protective immunity against invasive Staphylococcus aureus infection,University of Melbourne,15/12/2020,954131,"The bacteria Staphylococcus aureus (S. aureus) remains a major cause of human infections, and the rise of highly pathogenic, antibiotic-resistant strains is making treatment increasingly difficult. In this project we will examine the immune response to S.aureus to determine which parts of the immune system are involved in responding to the bacteria. This knowledge will lay the foundation for which new innovative S. aureus vaccines will ultimately emerge."
2000513,Dr Linda Wakim,Ideas Grants,Dendritic cells govern the balance between immunity and homeostasis to inhaled antigen,University of Melbourne,15/12/2020,816131,The development of better intranasal vaccines hinges on the improved understanding of how the immune response is initiated following vaccine delivery into the upper airways. In this project we will provide fundamental understanding of how immune responses to inhaled antigens are regulated; this considerable conceptual advance will lay the foundation for which new intranasally delivered immunotherapies will ultimately emerge.
2000517,A/Pr Ethan Goddard-Borger,Ideas Grants,Repurposing and re-optimising drugs that disrupt glycoprotein folding to treat COVID-19,Walter and Eliza Hall Institute of Medical Research,15/12/2020,1199873.5,"As of June 2020, COVID-19 has infected over 7.3 million people and killed over 413,000 in the six months since it emerged. It has pushed many healthcare systems and economies to breaking point. We recently discovered that a known drug is effective at stopping the virus under laboratory conditions. This research will determine exactly how the drug works, evaluate it's potential in pre-clinical models, and re-optimise the drug's antiviral properties to ensure that we can prevent future pandemics."
2000615,Prof Richard Harvey,Ideas Grants,Crossing a frontier in cardiac fibrosis: a single-cell multi-omics approach to understanding fibroblast agency in models of heart disease,University of New South Wales,15/12/2020,1199253.8,"Cardiovascular disease is the most serious cause of mortality and morbidity in society, with one Australian dying every 13 mins. Our focus is on cardiac fibroblasts - changeable cells that regulate the mechanical integrity of the heart, and which are key therapeutic targets in heart disease. Single cell methods have revolutionised the study of complex tissues. Here we will apply molecular assays to thousands of single heart cells to build a new conceptual framework for fighting heart disease."
2000617,Prof Herbert Herzog,Ideas Grants,Feeding behaviour and obesity development: Identification of novel intervention points,University of New South Wales,15/12/2020,923668,"Appetite and food intake is regulated by specific neuronal structures in the brain. The most important area is the hypothalamus from which many neuronal pathways originate to control specific aspects of feeding behaviour and energy usage in the brain and the rest of the body. To better understand the contribution individual neuronal populations make to drive excess food intake we propose a new approach to identify this, making new treatment options for eating disorders and obesity possible."
2000637,Dr Sonia Shah,Ideas Grants,Identifying unintentional effects of medication using statistical genetics analyses of large-scale genetic and genomic data,University of Queensland,15/12/2020,251441,"An increasing number of studies have highlighted unknown adverse effects of medication, for example, use of statins to lower cholesterol with increased risk of type 2 diabetes. The gold standard approach to confirm these effects is randomised control trials, which may not always be feasible or ethical, and are very expensive. This project aims to apply innovative statistical genetics approaches to (genetic and genomic) 'big-data' to predict unknown effects of commonly prescribed medications."
2000647,Prof Yin Xiao,Ideas Grants,Smart bone healing gel,Queensland University of Technology,15/12/2020,866728,"This project will develop a smart bone healing gel to bridge fragments of bone defects leading to stem cell recruitment, reduced inflammation, and blood supply for fracture healing. The design of the smart bone healing gel is based on the structures and properties of functional tissue healing hematoma in wound healing."
2000660,Prof Thomas Fath,Ideas Grants,Unraveling the molecular mechanism of tau spread in Alzheimer's disease,Macquarie University,15/12/2020,1252244,Disease progression in Alzheimer's disease is still poorly understood. The project is based on new findings by the research team that suggest that core cellular pathways and building blocks of nerve cell connections are required to allow the spread of pathology in the brain. This project will establish whether these pathways can be used as effective targets to intercept disease progression and prevent further cognitive decline in Alzheimer's disease pathology.
2000661,Prof Anthony Hannan,Ideas Grants,Intergenerational impacts of paternal immune activation on brain function and dysfunction,University of Melbourne,15/12/2020,997689.5,"We recently discovered that infection of male mice with a parasite (Toxoplasma gondii) before conception can change the epigenetic information in the sperm and alter behaviour of the offspring. This is the first evidence that pathogenic infection in males can affect the next generation. We will investigate how infection with other major pathogens, including bacteria and the virus causing COVID-19, may affect sperm epigenetics and offspring health, including their brain function and dysfunction."
2000669,Prof Erica Fletcher,Ideas Grants,Targeting neurovascular communication as a novel way of reducing vision loss in diabetes,University of Melbourne,15/12/2020,986663,"Diabetes is a leading cause of blindness. Here, we evaluate whether diabetes causes changes in the way neurons signal to blood vessels, and whether blocking some of the signals from neurons reduces blood vessel abormalities. Overall, this information is critical to our understanding of the early changes that occur during diabetes and whether novel treatments used early in diabetes can prevent long term changes and vision loss."
2000683,A/Pr Justine Mintern,Ideas Grants,Identifying molecular machinery in dendritic cells.,University of Melbourne,15/12/2020,687500,"Vaccines invoke immune responses that will protect a vaccinated host if they encounter infection. Vaccines can also be deployed to fight cancer. 'Dendritic cells' are the key immune cell responsible for vaccine immunity. While dendritic cells are pivotal to initiating vaccination, little is known about their internal machinery. This research proposal will identify new machinery for dendritic cell vaccine immunity that will serve as therapeutic targets to boost vaccination."
2000701,Dr Samuel Forster,Ideas Grants,Should you be eating that? Food-derived bacteria and their role in treating disease,Monash University,15/12/2020,1405181.6,The clinical application of medicines based on the microbes that exist as part of microbiomes is now a reality. Despite these rapid advances understanding how the bacteria are transmitted and recolonise after disruption is essential. Our preliminary data suggests that the average Australian adult consumes over 10 million bacteria per day in their diet. This project seeks to understand these relationships and how they can be exploited to develop the next generations of microbiome based medicine.
2000723,Prof Justin St. John,Ideas Grants,UNDERSTANDING THE BENEFITS AND LIMITATIONS OF METAPHASE II SPINDLE TRANSFER,University of Adelaide,15/12/2020,1629373,"Mitochondrial DNA (mtDNA) diseases are transmitted from a mother's eggs to her children. However, the levels of affected mtDNA differ amongst her eggs. Consequently, a carrier would not know if the newborn child were to suffer from these diseases. Mitochondrial Donation offers couples the potential to have an unaffected child. We will undertake the most comprehensive study of mitochondrial donation using one of its associated approaches to determine if it produces healthy embryos and offspring."
2000728,Dr Ruby Law,Ideas Grants,Developing new immunotherapeutics through studying immune effectors in situ,Monash University,15/12/2020,1369054,"The immune system deploys pore forming proteins to clear viral and bacterial infections and to eliminate cancerous cells. The unwanted activities of these molecules, however, results in chronic disease and in transplant rejection. We aim to understand how pore forming immune weapons interact with our own cells, with the goal of using this information to develop new approaches to treat immune driven disease and to improve the success of transplantation therapy."
2000732,A/Pr Tu'uhevaha Kaitu'u-Lino,Ideas Grants,Developing a Screening Test to Identify Women at Risk of Preeclampsia,University of Melbourne,15/12/2020,1119284,"Preeclampsia is a serious complication of pregnancy for which there is currently no cure and no way to accurately predict women at risk. Using large collections of human blood samples, we will screen for novel proteins within pregnant women's blood. We will then use artificial intelligence to select the best biomarkers and combine them with clinical information to develop a multi-marker blood test to predict women at risk."
2000766,Prof Roger Pocock,Ideas Grants,Neuronal Regulation of Systemic Mitochondrial Stress,Monash University,15/12/2020,865605,"Mitochondria are the powerhouses of cells. They generate energy from the food we eat and air we breathe. However, excess nutrients can cause mitochondrial stress and damage that lead to disease. The objective of this research is to understand how the brain regulates mitochondrial stress responses throughout the body. Therefore, this project will identify stress-response processes that are directly relevant to health and disease."
2000773,A/Pr Menno van Zelm,Ideas Grants,Molecular dissection of allergen sensitisation and immunotherapy: direct application to precision medicine in treatment of asthma,Monash University,15/12/2020,1270097.4,"Asthma is a major global health burden with huge socioeconomic impact. Most asthmatic patients are allergic. Allergen immunotherapy is the only treatment to alter the natural disease course, but does not work in many treated patients, and robust laboratory biomarkers for patient selection and immune monitoring of treatment success are lacking. Therefore, allergen immunotherapy is not offered to most patients who then rely on medications indefinitely. This research will address these needs."
2000774,Prof Helena Parkington,Ideas Grants,Mechanisms underlying the generation of spontaneous contractions in human uterine muscle: Potential therapeutic target for dysfunctional labour,Monash University,15/12/2020,496901.2,"Successful labour outcome is critical for the health of mother and offspring. Contractions too soon, or when they fail during labour, have significant short and long term consequences for mother and baby. Our recent studies on tissue from women in labour suggested new possible mechanisms underlying the initiation of uterine contractions. We will now test these ideas with a view to identifying new therapeutic targets for manipulating labour contractions."
2000779,Prof Richard Kanaan,Ideas Grants,Characterising the Muscarinic Receptor Deficit in Schizophrenia,University of Melbourne,15/12/2020,476543.32,"Post-mortem examination of the brains of schizophrenia patients reveals a substantial loss of muscarinic receptors. This is likely to be clinically very important if it can also be confirmed in living patients. Having developed a new scanning technique that shows muscarinic receptors in the living brain, we will now scan patients with schizophrenia to see if they also show this receptor loss, and see how it affects them. This could open new doors to understanding and treating the disease."
2000786,Prof Richard Kanaan,Ideas Grants,Cerebral blood flow during psychogenic non-epileptic seizures.,University of Melbourne,15/12/2020,397322.15,"We don't understand what happens during a non-epileptic seizure. Patients can't tell us and we can't use normal brain scanning during a seizure as the patient moves too much. Our idea is to take patients with non-epileptic seizures on the epilepsy wards who are being monitored and inject them with a radioactive tracer as soon as the seizure starts, then we can scan them afterwards to see what parts of their brain were active during the seizure, so we will understand what was happening."
2000855,Dr Rebecca Poulos,Ideas Grants,Accelerating paediatric cancer precision medicine with mass spectrometry-based proteomics,University of Sydney,15/12/2020,79041,"The Zero Childhood Cancer (ZERO) Program measures the DNA and RNA in individual cancer samples and then recommends a unique treatment plan for each child. In this study, we will measure the proteome (ie the set of proteins) in ~100 ZERO cancer samples at the Children's Medical Research Institute's ProCan. The goal of this project is to assess the value of protein data for informing drug treatment recommendations and finding new drug targets for children diagnosed with a cancer of poor prognosis."
2000893,Dr Rachel Hill,Ideas Grants,ARX- A hub gene for a common biological pathway in schizophrenia,Monash University,15/12/2020,707974,"Schizophrenia is a severe psychiatric disorder with no cure. I have identified that some people with schizophrenia show variations to a gene called ARX. This project will use preclinical mouse models to explore how variations to the Arx gene affect brain molecules, networks of cells and behavioural outcomes. This biological pathway will provide the framework for the identification of new molecules to target therapeutically to modify the biological course of schizophrenia and improve outcomes."
2000905,Dr Jessica Grieger,Ideas Grants,Personalised nutrition to revolutionise gestational diabetes prevention,University of Adelaide,15/12/2020,854007.6,"Gestational diabetes (GDM) affects 1 in 7 pregnant women, significantly increasing future risk for cardiovascular diseases in women and offspring. Clinical management of GDM is a healthy diet; but this one-size fits all approach is ineffective. We need to prevent GDM. We will use dietary modelling to inform culturally acceptable, personalised nutrition plans that will reverse metabolic risk factors to prevent GDM. Personalised nutrition represents a paradigm shift for current clinical care."
2000934,A/Pr Isabelle Rouiller,Ideas Grants,Structure and mechanism of activation of the mechanosensitive ion channel TACAN,University of Melbourne,15/12/2020,997536.7,"We propose to determine the structure and mechanism of activation of TACAN, a recently identified ion channel that defines a novel and uncharacterised class of channels. TACAN is specifically involved in sensing mechanical pain and contributes to mechanosensitive currents in the pain-receptor type of neurons. Our studies will increase knowledge of this novel class of proteins that will allow for the future development of treatments for several chronic pain conditions including arthritis."
2000937,Dr Thomas Cox,Ideas Grants,The collagen-rich matrix as a driver of breast cancer progression and resistance to therapy,University of New South Wales,15/12/2020,702230,"The extracellular matrix or 'matrix' surrounds all cells and is very important in controlling cell behaviour. In cancer, the matrix is dramatically altered, making cancer more aggressive. We recently developed a new way to study the matrix in breast cancer, and have analysed the matrix at different stages (Early/Mid/Late). We have uncovered exciting new matrix targets associated with more aggressive tumours. This project will validate their potential as therapeutic targets in breast cancer."
2000952,Prof Kelsey Hegarty,Ideas Grants,BETTER MAN Project: Tailored early online intervention for men using intimate partner violence,University of Melbourne,15/12/2020,506201.7,"Domestic violence damages the health of families, particularly women and children. We aim to make all families safer by generating new knowledge from a world-first trial of a healthy relationship website (BETTER MAN). This website assists men to identify their use of abuse and violence early and motivate them to seek help. We will tailor their help-seeking response to their individual experiences. We will have the safety, health, and well-being of women and children as our focus in this work."
2000968,Dr Rebecca Nisbet,Ideas Grants,Development of an intracellular tau-specific antibody therapeutic for the treatment of Alzheimer's disease,University of Melbourne,15/12/2020,410378,"The protein, tau, is a promising therapeutic target for the treatment of Alzheimer's disease and related dementia's. Targeting tau is a challenge, however, as it is mostly localised within brain cells and a therapeutic must therefore be able to cross multiple barriers to engage and neutralise tau. This project overcomes this hurdle by using virus' to deliver a tau-specific antibody gene across the multiple barriers where it can be produced by brain cells and target intracellular tau."
2001010,Dr Nicola Lee,Ideas Grants,Central leptin control of energy partitioning,University of New South Wales,15/12/2020,684993,"This study aims to elucidate central pathways which can be manipulated to drive the storage of excess energy away from fat and instead directing it into the production of bone mass. Having identified leptin-responsive NPY neurons as important in the control of energy partitioning, we will focus on manipulating these neurons in the hypothalamus using innovative technology to alter body composition. This research has the potential to result in novel treatments for obesity and osteoporosis."
2001024,Prof Helen Cooper,Ideas Grants,"Identifying an autism gene network governing stem cell division, neurogenesis and cortical malformation",University of Queensland,15/12/2020,1003589,"Failure to produce neural stem cells and new neurons in the embryonic cortex results in cortical malformations and autism, and thus has profound consequences for the individual's survival and quality of life. Here we explore how a unique network of autism proteins maintains stem cell activity and neuronal production, thereby ensuring the fidelity of cortical development."
