Grant ID,MRFF Initiative,Grant Opportunity,Organisation,Organisation Type,"State 
or Territory ",Project Name,Project Summary,"Chief Investigator 
A/Project Lead",Chief Investigator Team,Type of Grant,Contract Start Date,Contract End Date,"Field(s) of Research
(DIVISION / Group / Field)",Broad Research Area, Total Grant Value ,Date Uploaded^
MRF2045310,Genomics Health Futures Mission,2024 Genomics Health Futures,University of Sydney,University,NSW,Implementation of state-based cascade testing centres for autosomal dominant conditions using familial hypercholesterolaemia as the exemplar,"Familial hypercholesterolaemia is a genetic condition that leads to extremely elevated cholesterol. It affects more than 100,000 Australians; yet more than 90% of people with this condition are unaware. People usually remain unaware of this genetic condition until they or a family member experience a heart attack. Our Research will enable family members of people with this condition to undergo genetic testing and manage their condition before it is too late.",Doctor Mitchell Sarkies,"Doctor Mitchell Sarkies, Professor Zanfina Ademi, Associate Professor Damon Bell, Doctor Andrew Black, Doctor Jacquie Garton-Smith, Professor Charlotte Hespe, Doctor Karice Hyun, Doctor Andrew Martin, Doctor Michael Page, Doctor Jing Pang, Associate Professor Shubha Srinivasan, Associate Professor David Sullivan, Ms Jane Tiller, Professor Ron Trent, Professor Gerald Watts",Targeted competitive,1/6/2025,29/2/2028,Pending,Pending,974179.16,11/9/2025
MRF2045027,Genomics Health Futures Mission,2024 Genomics Health Futures,University of Melbourne,University,VIC,Improving Access and Community Trust in Perinatal Genomics for Culturally and Linguistically Diverse Populations: The ImpACT-PG project,"The growing availability of genomic testing provides prospective parents with valuable insights into their future child's health. However, the benefits of such testing are unevenly distributed, as people from culturally and linguistically diverse (CALD) backgrounds face many barriers to accessing genomic healthcare. The goal of this project is to build community trust and improve access to perinatal genomics for CALD communities through consumer-centred research.",Professor Lisa Hui,"Professor Lisa Hui, Professor David Amor, Ms Delaram Ansari, Associate Professor Alison Archibald, Associate Professor Rosemarie Boland, Associate Professor Jacqueline Boyle, Ms Anaita Kanga-Parabia, Associate Professor Sharon Lewis, Doctor Melvin Marzan, Professor Catherine Mills, Professor Cate Nagle, Mrs Karamdeep Pangli, Doctor Elisha Riggs, Associate Professor Ines Rio, Ms Pieta Shakes",Targeted competitive,1/6/2025,30/11/2027,Pending,Pending,968229.21,11/9/2025
MRF2045105,Genomics Health Futures Mission,2024 Genomics Health Futures,Queensland University of Technology,University,QLD,Accelerating universal access to genomics by enabling Australia’s Largest healthcare workforce: a cancer nursing led co-designed pilot of The Nursing Compendium for Genomic-Informed Care (NGenCare),"Genomics promises better healthcare, but access is challenging. This project empowers nurses to facilitate access to genomics, using a practical compendium of resources co-created with nurses and consumers. We'll test this approach in cancer care, an area with many different testing needs, to help us refine and adapt the approach for other areas of health in the future. This could mean earlier diagnoses, more tailored treatments, and fairer access to the benefits of genomics.",Professor Kimberly Alexander,"Professor Kimberly Alexander, Mrs Makala Castelli, Doctor Mathilde Desselle, Professor Jed Duff, Doctor Morgan Farley, Doctor Wei Hong Liu, Professor Julie McGaughran, Professor Steven McPhail, Doctor Saras Menon, Doctor Sandy Minck, Doctor Brighid Scanlon, Mr Michael Smith, Mrs Jacinta Smith, Associate Professor David Wyld, Professor Patsy Yates",Targeted competitive,1/6/2025,31/12/2027,Pending,Pending,984737.55,11/9/2025
MRF2045062,Genomics Health Futures Mission,2024 Genomics Health Futures,University of New South Wales,University,NSW,Diagnosis4All: Co-designing Equitable and Sustainable Solutions to Reduce the Diagnostic Odyssey,"Access to a genetic diagnosis and linked precise and supportive care is inequitable for people living in communities in regional and remote Australia, who are from culturally and linguistically diverse communities and who are Aboriginal or Torres Strait Islander. Our program is co-led by researchers from these priority communities and will explore how to overcome this inequity and test out a health solution, designed together with the communities, clinicians, health services and researchers.",Doctor Elizabeth Palmer,"Doctor Elizabeth Palmer, Doctor Mehrnoush Bonakdar Tehrani, Doctor Lisa Ewans, Associate Professor Benjamin Harris-Roxas, Doctor Kate Hetherington, Doctor Suzanna Lindsey-Temple, Doctor Alan Ma, Professor Daniel MacArthur, Ms Kristine Pierce, Associate Professor Gregory Pratt, Associate Professor Owen Siggs, Associate Professor Natalie Taylor, Miss Bethany Wadling, Miss Seaneen Wallace, Professor Susan Woolfenden",Targeted competitive,1/6/2025,31/12/2027,Pending,Pending,981846.88,11/9/2025
MRF2045161,Genomics Health Futures Mission,2024 Genomics Health Futures,University of New South Wales,University,NSW,"Enabling inclusive population-scale genomics through culturally appropriate participant information, innovation in language translation, and workforce development","To ensure genomic medicine can help everyone, we need data that fully represents our population. This project will make it easier for Australians from different cultures and diverse backgrounds to be part of genomics research. We will create and translate participant information, exploring new automated translation tools, and train researchers and bicultural workers to work with diverse communities to include them in genomics research. This will contribute to better health for all Australians.",Professor Daniel MacArthur,"Professor Daniel MacArthur, Associate Professor Stephanie Best, Ms Emma Bonser, Doctor Samantha Croy, Mrs Zuong Dang, Doctor Lisa Ewans, Ms Monica Ferrie, Professor John Hajek, Doctor Yu Hao, Associate Professor Jodie Ingles, Associate Professor Amy Nisselle, Ms Bronwyn Terrill, Ms Mary-Anne Young",Targeted competitive,1/6/2025,31/12/2027,Pending,Pending,985061.86,11/9/2025
MRF2045399,Genomics Health Futures Mission,2024 Genomics Health Futures,Flinders University,University,SA,Preventing intra-uterine infection and neonatal sepsis treatment failure in CALD communities: Precision antibiotic therapy through pathogen genomics,"During pregnancy, healthy microbes in the birth canal can protect against infections, but others can cause serious infections. Migrants from certain regions are more likely to carry drug-resistant microbes, and these harmful microbes can cause infection inside the womb putting lives of both mother and baby in danger. Our Research uses new technology to identify both beneficial and harmful microbes and their drug resistance from vaginal swabs. These tests will help us choose the right treatments.",Doctor Lito Papanicolas,"Doctor Lito Papanicolas, Doctor Elizabeth Beare, Doctor Amanda Brass, Mrs Julia Dalton, Mrs Jaclyn Davey, Professor Gustaaf Dekker, Mrs Lana Earle-Bandaralage, Ms Erin Flynn, Associate Professor Amy Keir, Doctor Lex Leong, Doctor Victor Oguoma, Doctor Amanda Poprzeczny, Doctor Steven Taylor, Doctor Nan Vasilunas",Targeted competitive,1/6/2025,29/2/2028,Pending,Pending,927692.4,11/9/2025
MRF2044963,Genomics Health Futures Mission,2024 Genomics Health Futures,The University of Queensland,University,QLD,The South Asian Genes and Health in Australia Study,"Cardiovascular disease (CVD) is the biggest cause of death in Australia. South Asians have a higher CVD risk than individuals with European ancestry, but are under-represented in health and genomic Research that informs the development of Australian tools and guidelines for assessing CVD risk. This leads to inequity in access to appropriate healthcare. By addressing this data bias, this project will help develop more equitable strategies for preventing CVD in a diverse Australian population.",Associate Professor Sonia Shah,"Associate Professor Sonia Shah, Doctor Heena Akbar, Professor John Atherton, Professor Kim Greaves, Ms Anjali Henders, Professor Julie McGaughran, Doctor Mehwish Nisar, Doctor Andrew Webster, Doctor Tatiane Yanes, Professor Loic Yengo",Targeted competitive,1/6/2025,31/12/2027,Pending,Pending,982647.71,11/9/2025
MRF2045245,Genomics Health Futures Mission,2024 Genomics Health Futures,University of Sydney,University,NSW,"A GIFT (Genomics for Infection Prevention and Therapy) to the Neighbourhood:  Metagenomics enabled tracking, treatment and prevention of priority infections in culturally diverse communities","Cutting-edge genomics will be applied to prevent infectious diseases in culturally and linguistically diverse communities in Western Sydney, with a focus on the Pasifika diaspora. Experts in genomics and multicultural healthcare will work together to deliver a novel disease prevention and early treatment program. School-age children and their parents will participate in the study and test the ability of genomics to identify sources of infection and improve community health.",Professor Vitali Sintchenko,"Professor Vitali Sintchenko, Associate Professor Sarah Bernays, Associate Professor Tanya Golubchik, Archana Koirala, Doctor Jen Kok, Professor Barend Marais, Doctor Rebecca Rockett (nee Sedwell), Doctor Eby Sim, Doctor Xiaomei Zhang",Targeted competitive,1/6/2025,31/5/2027,Pending,Pending,603434.34,11/9/2025
MRF2044968,Traumatic Brain Injury Mission,2024 Traumatic Brain Injury,Monash University,University,VIC,Connect-TBI: A National Informatics and Data-Driven Approach to Improve Care for Moderate to Severe TBI,"CONNECT-TBI will establish a national data asset to support the care and outcomes or people who experience moderate to severe traumatic brain injury (TBI).  Using an interdisciplinary and evidence-informed approach, CONNECT-TBI will gather data about all important aspects of a person’s traumatic brain injury (TBI), their treatment and care. The CONNECT-TBI data asset will be used to improve understanding of care and outcome pathways, and facilitate clinical trials and research.",Professor Belinda Gabbe,"Professor Belinda Gabbe, Tara Alexander, Professor Zsolt Balogh, Professor Karen Barlow, Doctor Camila Battistuzzo, Professor Rinaldo Bellomo, Associate Professor Brian Burns, Professor Karen Caeyenberghs, Professor Peter Cameron, Professor David J. (Jamie) Cooper, Professor Kate Curtis, Doctor Joanna Dipnall, Professor Mark Fitzgerald, Associate Professor Zongyuan Ge, Associate Professor Leanne Hassett, Doctor Sarah Hellewell, Professor Andrew Holland, Mr Stephen Honeybul, Doctor Toby Jeffcote, Professor Rosalind Jeffree, Doctor Jemma Keeves, Professor Monique Kilkenny, Professor Patrick Kwan, Professor Natasha Lannin, Professor Meng Law, Professor Edward Litton, Doctor Robert McNamara, Doctor Fatima Nasrallah, Associate Professor Virginia Newcombe, Professor Terence O'Brien, Associate Professor Gerard O'Reilly, Professor Paul Parizel, Associate Professor Mark Plummer, Professor Jennie Ponsford, Doctor Bruce Powell, Professor David Powell, Professor Michael Reade, Doctor Sandra Reeder, Associate Professor Courtney Ryder, Associate Professor Adam Scheinberg, Doctor Paul Secombe, Doctor Puneet Singh, Associate Professor Warwick Teague, Professor Andrew Udy, Professor Kirsten Vallmuur, Professor Gavin Williams, Doctor Jesse Young",Targeted competitive,1/6/2025,31/5/2030,Pending,Pending,4889103.11,9/25/2025
MRF2045079,Traumatic Brain Injury Mission,2024 Traumatic Brain Injury,Monash University,University,VIC,i-RECOveR:  Evaluating in-person and telehealth delivery of an interdisciplinary treatment for persistent post-concussional symptoms after mild traumatic brain injury,"Many people with mild traumatic brain injury have persistent symptoms. We  will evaluate a co-ordinated care model delivering psychological, physiotherapy and medical treatment for persistent post-concussional symptoms in adults of all ages, comparing outcomes of delivery in-person and via telehealth to facilitate treatment access for rural and remote communities. We will assess treatment delivery processes, costs and participant experience and evaluate a public hospital clinic.",Professor Jennie Ponsford,"Professor Jennie Ponsford, Ms Stephanie Antonopoulos, Associate Professor Geoff Argus, Mr Ryan Baxter, Associate Professor Natasha Brusco, Ms Katie Davies, Doctor Emily Gibson, Doctor Michael Makdissi, Associate Professor Adam McKay, Doctor Dean McKenzie, Professor Biswadev Mitra, Doctor Jack Nguyen, Professor Trevor Russell, Ms Isabella Sandstrom, Associate Professor Catherine Willmott",Targeted competitive,1/6/2025,31/5/2029,Pending,Pending,1471406.14,9/25/2025
MRF2045040,Traumatic Brain Injury Mission,2024 Traumatic Brain Injury,Monash University,University,VIC,Psilocybin-ASsisted Therapy for Persisting Post-Concussion Symptoms (PAST-PPCS),"Many people who sustain a concussion go on to experience debilitating persisting postconcussion symptoms (PPCS) for months to years after the injury. Effective interventions for PPCS are lacking; however, treatment with psilocybin (i.e., magic mushrooms) in other settings effectively alleviates a range of symptoms relevant to PPCS (e.g., headaches, cognitive impairment, depression, anxiety). Here we will conduct the first clinical trial investigating the efficacy of psilocybin therapy for PPCS.",Professor Terence O'Brien,"Professor Terence O'Brien, Professor Joshua Byrnes, Professor Karen Caeyenberghs, Doctor Zhibin Chen, Doctor Georgia Fuller Symons, Doctor Paul Liknaitzky, Doctor Jennifer Makovec Knight, Professor Sandy Shultz, Professor Suresh Sundram",Targeted competitive,1/6/2025,31/5/2030,Pending,Pending,1472491.76,9/25/2025
MRF2045099,Traumatic Brain Injury Mission,2024 Traumatic Brain Injury,The University of Queensland,University,QLD,Mind the Gap: Partnering with consumers to implement person-centred concussion management,"Evidence-based practice can improve outcomes after a concussion, but 50% of people don’t get the care they need. The first Australian Concussion Clinical Practice Guidelines can improve patient outcomes but requires effective targeted implementation strategies. With consumers, we will bridge this gap in care by codesigning a patient-driven model of concussion care that integrates existing services through a novel Concussion Conversation Tool and an Australian Concussion Health Pathway.",Professor Karen Barlow,"Professor Karen Barlow, Professor Vicki Anderson, Professor Franz Babl, Ms Megan Butner, Mr David Cole, Tim Cudmore, Professor Gavin Davis, Vinay Gangathimmaiah, Doctor Emily Gibson, Associate Professor Benjamin Matthews, Associate Professor Rhonda Orr, Professor Jennie Ponsford, Doctor Mark Ralfe, Associate Professor Emma Tavender, Associate Professor Julia Treleaven",Targeted competitive,1/6/2025,31/8/2027,Pending,Pending,960115.78,9/25/2025
MRF2045051,Traumatic Brain Injury Mission,2024 Traumatic Brain Injury,University of Sydney,University,NSW,Enhancing Community Engagement in TBI Rehabilitation Through the Social Brain Toolkit: A Framework for Implementation and Impact,"The Social Brain Toolkit offers online programs to improve communication skills for people with moderate to severe traumatic brain injury (TBI). A Virtual Clinic will be set up, which will include program delivery by student health professionals and mentoring by people with TBI. The project will compare the Virtual Clinic to usual care to see which is more effective. The aim is to create a sustainable model for TBI rehabilitation and strengthen the future health workforce.",Doctor Rachael Rietdijk,"Doctor Rachael Rietdijk, Ms Petra Avramovic, Professor Kirrie Ballard, Nicholas Behn, Doctor Elise Bogart, Doctor Sophie Brassel, Doctor Melissa Brunner, Mrs Naomi Fuller, Doctor Suzy Goldsmith, Professor Jerry Hoepner, Ms Victoria Kennedy, Doctor Renee Lim, Associate Professor Nikki McCaffrey",Targeted competitive,1/6/2025,31/12/2027,Pending,Pending,979931.26,9/25/2025
MRF2045084,Traumatic Brain Injury Mission,2024 Traumatic Brain Injury,University of Tasmania,University,TAS,Codesigning an integrated model of care for early management of individuals with moderate-to-severe traumatic brain injury who have pre-existing mental health difficulties,"Individuals with moderate-to-severe traumatic brain injury with pre-existing mental health difficulties such as depression and substance use are at greater risk of poor outcomes. Their management requires a well-coordinated and personalised mix of brain injury, mental health and drug and alcohol services. A best-practice model of care to support these individuals is currently unavailable. Our project aims to develop this model to facilitate more tailored and effective care and improve outcomes.",Doctor Cynthia Honan,"Doctor Cynthia Honan, Doctor Holly Emery, Associate Professor Jennifer Evans, Professor Belinda Gabbe, Professor Timothy Geraghty, Associate Professor Matthew Gullo, Professor Malcolm Hopwood, Professor Natasha Lannin, Professor Skye McDonald, Doctor Jessie Mitchell, Professor Tamara Ownsworth, Associate Professor Grahame Simpson, Associate Professor Dana Wong",Targeted competitive,1/6/2025,30/9/2027,Pending,Pending,776837.62,9/25/2025
MRF2045368,Traumatic Brain Injury Mission,2024 Traumatic Brain Injury,Murdoch Children's Research Institute,Medical Research Institute,VIC,"Concussion Essentials: A seamless, evidence-based intervantion model for personalised management of concussion: from injury to recovery","Child and youth concussion is a major community concern.  We have recently completed multiple linked Research studies that confirm our methods and interventions can i) assist families to safely manage their child's early recovery, accelerate return to normal activities. This application aims to now implement our work into clinical and community contexts, nationally, to minimise the long-term impacts of concussion.",Professor Vicki Anderson,"Professor Vicki Anderson, Professor Franz Babl, Professor Karen Barlow, Professor Meredith Borland, Doctor Louise Crowe, Ms Katie Davies, Professor Gavin Davis, Associate Professor Stephen Hearps, Associate Professor Amit Kochar, Doctor Michael Makdissi, Associate Professor Carmela Pestell, Ms Vanessa Rausa, Associate Professor Adam Scheinberg, Doctor Jesse Shapiro, Associate Professor Emma Tavender",Targeted competitive,1/6/2025,31/5/2028,Pending,Pending,1459252.43,9/25/2025
MRF2045118,Traumatic Brain Injury Mission,2024 Traumatic Brain Injury,The University of Newcastle,University,NSW,Hope in Healing: Developing a Model of Care Approach for those Impacted by Traumatic Brain Injury through Domestic Family Violence,This project will develop and test a supportive model of care for those who are impacted by a mild traumatic brain injury from domestic violence. This will be undertake through: (1) an expert consensus of what constitutes best practice care for this group; (2) co-designing a local model of care based on the expert consensus; and (3) testing the model of care with frontline domestic violence services. This work has the potential to alleviate the significant burden experienced by victim-survivors.,Doctor Breanne Hobden,"Doctor Breanne Hobden, Professor Mariko Carey, Doctor Jemma Keeves, Professor Deborah Loxton, Doctor Christopher Oldmeadow, Ms Sue Pollock, Mrs Shannon Richardson, Doctor Zoi Triandafilidis, Doctor Anousha Victoire",Targeted competitive,1/6/2025,30/4/2029,Pending,Pending,990861.9,9/25/2025
MRFBIXXIV000066,Medical Research Commercialisation,2024 BioMedTech Incubator,MRCF Pty Ltd,Corporation,VIC,"CUREator: Translating Research
into Health Outcomes","Utilising CUREator’s established and proven processes, in partnership with CSIRO, CUREator will identify and select 10-15 promising Australian biotechnology companies developing novel therapeutics for funding support. New and established SMEs will access competitive funding coupled with expert scientific and commercial guidance, international networks, hands-on support and mentorship to guide them through the critical development phases to the point of investment- or partnership-readiness. By aligning funding incentives and milestone-driven progress, CUREator will provide an important bridge to overcome the stop-start nature of translational Research and assist SMEs to secure follow-on funding and nurture the next generation of innovators.",Doctor Chris Nave,"Doctor Chris Nave, Doctor Amanda Vrselja, Doctor Michael Bettess, Professor Susan Nilsson, Doctor Charlotte Williams, Doctor Patricia Rueda, Doctor Aaron Debono, Doctor Christina Kulis, Doctor Mark York, Doctor Patrick James, Doctor Bob Soh, Doctor Jess Gledhill, Doctor Judith Scoble, Doctor Helga Mikkelsen, Doctor Melissa McBurnie",Open competitive,3/6/2025,2/6/2030,Not available,Not available,33000000,11/9/2025
MRFHMRG000009,Frontier Health and Medical Research,2022 Frontier Health and Medical Research (Batch Two),University of Sydney,University,NSW,"Delivering precision medicine for lung cancer
using plasma genomics ASPi-2L","ASPiRATION-2 Liquid will evaluate a novel approach to personalised therapy for advanced lung cancer using circulating tumour DNA (ctDNA) testing through a patient’s journey to guide treatment. Plasma ctDNA analysis will be used to tailor treatment to the patient’s unique molecular profile, eliminating the need for invasive tissue biopsy. The first 5 years of the project will focus on patients with advanced non-small cell lung cancer (NSCLC) whose disease has progressed after first-line targeted therapy.",Professor Benjamin Solomon,"Professor Benjamin Solomon, Professor Nick Pavlakis, Associate Professor Chee Khoon Lee, Associate Professor Thomas John, Professor Sarah-Jane Dawson, Professor Sean Michael Grimmond, Professor Stephen B Fox, Professor David Morgan Thomas, Mrs Lisa Ann Briggs, Professor Wendy Anne Cooper, Associate Professor Kate DeVere Sutherland, Professor Rachael Morton, Associate Professor Venessa Chin, Doctor Rebecca Yin Tay, Professor Michael John Millward",Open competitive,30/6/2025,29/6/2030,Not available,Not available,14707962,1/5/2025
MRFHMRG000014,Frontier Health and Medical Research,2022 Frontier Health and Medical Research (Batch 3),The University of Newcastle,University,NSW,Advancing Brain-Penetrant PKC Inhibitors to Combat High-Grade Glioma,"High-grade gliomas (HGG) affect >2,000 Australians annually and are the leading cause of death among young people. Most cases remain untreatable, with survival rates <15 months post-diagnosis. We demonstrated that combining the PKC inhibitor enzastaurin with the PI3K inhibitor paxalisib and radiation increased survival by 156% in HGG mouse models. Building on this, we developed JLD14, a novel PKC inhibitor with superior brain penetrance, potency, and selectivity. In this project, we will advance JLD14 through non/preclinical studies while developing additional PKC inhibitors as potential more favourable alternatives. Within 5 years, we aim to launch Phase I clinical trials in Australia, targeting TGA/FDA Phase II approvals within 10 years.",Professor Matt Dun,"Professor Matt Dun, Professor Jonathan Morris, Professor Michelle Monje, Affiliate Professor Jordan Hansford, Professor Ernst Wolvetang, Professor David Eisenstat, Associate Professor Eng-Siew Koh, Doctor Ryan Duchatel, Doctor Evangeline Jackson, Doctor Iliya Dragutinovic, Doctor Fatima Valdes Mora, Doctor Helen Wheeler, Professor Doan Ngo, Doctor Gerard Kaiko, Doctor Catherine Johnson",Open competitive,30/6/2025,29/6/2030,Not available,Not available,18700299,25/9/2025
MRFITI000067,National Critical Research Infrastructure,2023 Innovative Trials,The University of Queensland,University,QLD,Designing an Australian National Adaptive Platform Trial for Endometriosis,"Endometriosis affects 11% of Australian women causing distressing symptoms such as pain and infertility. Several interventions are used to treat people with endometriosis but unfortunately, we do not know whether they actually work. None of them has been tested in high-quality randomised studies assessing effectiveness and their interactions remain unknown. Overall, the lack of randomised evidence assessing the effectiveness and long-term results of endometriosis treatments is leading to clinical uncertainty, variation in clinical care and treatment outcomes. We plan to design a large adaptive platform trial assessing multiple endometriosis treatments with the ultimate goal of improving outcomes for Australians living with endometriosis.",Associate Professor Akwasi Amoako,"Associate Professor Akwasi Amoako, Professor Grant Montgomery, Professor Luk Rombauts, Professor Antonina Mikocka-Walus, Associate Professor Mike Armour, Associate Professor Subhadra Evans, Associate Professor Nancy Sturman, Professor Andrew Martin, Professor James McGree, Professor Haitham Tuffaha, Associate Professor Rebecca Olson, Doctor Ding Ma, Doctor Brett McKinnon, Doctor Sally Mortlock, Ms Jessica Taylor",Open competitive,30/6/2025,29/6/2026,Not available,Not available,299920,11/9/2025
MRFITI000045,National Critical Research Infrastructure,2023 Innovative Trials,The University of Queensland,University,QLD,Transforming Paediatric Critical Care: PLATINUM Trial Design & Development,"The PLATINUM inception project aims to address the critical lack of high-quality evidence in paediatric critical care by developing an adaptive platform trial (APT). Through extensive stakeholder engagement and guidance from international experts in innovative trial design, we will establish the PLATINUM Master Protocol and associated operational documentation. Led by a multidisciplinary team of senior researchers and EMCRs with the support of all ANZ Paediatric Intensive Care Units, we will leverage existing ANZ trial infrastructure and national data pipelines, integrated with consumer preferences, clinician insights, and robust statistical and health economic modelling to develop an APT ready for immediate submission to funding bodies.",Associate Professor Kristen Stacey Gibbons,"Associate Professor Kristen Stacey Gibbons, Professor Warwick Wolf Butt, Professor Fenella Gill, Professor Paul Mouncey, Doctor Anton Pak, Mrs Sumee Narayan, Doctor Sainath Raman, Doctor Patricia Gilholm, Doctor Nathalia Costa, Ms Alyssa Kate Serratore, Doctor Johnny Millar, Doctor Simon Erickson, Doctor Marino Festa, Professor Mark Peters, Doctor Ben Gelbart",Open competitive,30/6/2025,29/6/2026,Not available,Not available,291889,11/9/2025
MRFITI000058,National Critical Research Infrastructure,2023 Innovative Trials,University of South Australia,University,SA,Innovating and testing solutions to accelerate stroke recovery,"Stroke remains a leading cause of disability. Recovery is driven by brain plasticity. Increasing plasticity could accelerate recovery and address intractable problems of persistent disability. This project will establish evidence and capability to demonstrate feasibility of upscaling to a national adaptive platform trial to evaluate therapies that can upregulate plasticity and accelerate stroke recovery. This project consists of two concurrent streams. Stream 1 will pilot our adaptive trial in South Australia, collecting data in a hub-satellite model, ensuring greater trial access across metropolitan and rural stroke hotspots. Stream 2 will develop required infrastructure and resources, and build onshore capacity, for upscaling nationally.",Doctor Brenton G Hordacre,"Doctor Brenton G Hordacre, Professor Susan L Hillier, Associate Professor Beben Benyamin, Professor Craig Anderson",Open competitive,30/6/2025,29/6/2026,Not available,Not available,300000,11/9/2025
MRFITI000034,National Critical Research Infrastructure,2023 Innovative Trials,University of Sydney,University,NSW,Preventing intrapartum fetal hypoxia: the iSEARCH Pre-Platform Pilot,"The iSEARCH Pre-Platform Pilot is urgently needed to show feasibility for a National Adaptive Platform Trial, modelled on the UK RECOVERY Trial, to assess if intrapartum use of (a) sildenafil, a phosphodiesterase-5 inhibitor, (b) half-dose oxytocin and (c) future treatments prevent intrapartum hypoxia and its sequelae, especially in minority groups at greatest risk. We will initiate (1) relationships with community leaders and focus groups on stakeholder views on potential barriers, enablers and preferred outcome measures in a National Adaptive Platform Trial (2) endorsement from professional groups (3)  a trial website for randomisation and trial management and (4) a protocol with ethics approval for the National Adaptive Platform Trial.",Professor William Tarnow-Mordi,"Professor William Tarnow-Mordi, Professor Sailesh Kumar, Associate Professor Michelle Dickson, Professor Adrienne Gordon, Doctor Himanshu Popat, Doctor Rachel L O'Connell, Professor Tammy Hoffmann, Associate Professor Bradley Stephen de Vries, Associate Professor Anna Lene Seidler, Doctor Kristy Robledo, Doctor Kylie Elizabeth Hunter, Associate Professor Chi Kin Law, Professor David Simmons, Professor Jonathan Anthony Hyett, Professor Waldemar Alberto Carlo",Open competitive,30/6/2025,29/6/2026,Not available,Not available,299252,11/9/2025
MRFITI000012,National Critical Research Infrastructure,2023 Innovative Trials,Murdoch Children's Research Institute,Medical Research Institute,VIC,PASSPORT: Paediatric Adaptive Sepsis Platform Trial,"PASSPORT is an adaptive platform trial that will address high-impact evidence gaps in sepsis care not amenable to traditional randomised controlled trials. PASSPORT will be conducted through the Paediatric Research in Emergency Departments International Collaborative and its established Research network. Consumers and priority groups will inform all aspects of the project.   Partnerships will ensure evidence is translated into  health service delivery through policy reform, maximising return on investment. This approach will accelerate the identification of effective therapies, improve health outcomes for critically ill Australian children with sepsis, and build Australian capacity to conduct adaptive platform trials.",Associate Professor Elliot Long,"Associate Professor Elliot Long, Professor Franz E Babl, Associate Professor Shane George, Professor Katherine J Lee, Professor Andrew J Davidson, Professor Christopher Charles Blyth, Ms Kate L Rawnsley, Professor Meredith L Borland, Professor Stuart Dalziel, Doctor Sarah McNab, Professor Kim Dalziel, Professor Simon Stuart Craig, Associate Professor Emma Jane Tavender, Associate Professor Adriana Yock-Corrales, Professor Andrew Craig Steer",Open competitive,30/6/2025,29/6/2030,Not available,Not available,4984577,11/9/2025
MRFITI000076,National Critical Research Infrastructure,2023 Innovative Trials,University of Sydney,University,NSW,PlatfOrm for Diabetic Ulcer Management (PODIUM),"The PODIUM (PlatfOrm for DIabetic Foot Ulcer Management) initiative is a Platform adaptive trial to test promising therapies in subjects with diabetic foot ulcers. Foot ulcers in diabetes is an area of major unmet need, and scarce investment. Best practice includes antibiotics, restoring blood supply, non-weight-bearing and wound dressings. Despite this, one in five ulcers fail to heal, catastrophically resulting in a limb amputation or fatality. This costs society over $1.6B annually in direct care costs and around 28,000 disability-adjusted life years lost. PODIUM will initially test 2 oral and 2 topical therapies in a rigorous trial to expedite discovery of the most effective treatments to increase healing and reduce adverse outcomes.",Professor Anthony Clifford Keech,"Professor Anthony Clifford Keech, Professor Stephen Morris Twigg, Associate Professor Byron Matthew Perrin, Associate Professor Peter Anthony Lazzarini, Doctor Emma Jane Hamilton, Professor Gemma Alexandra Figtree, Professor Jonathan Golledge, Ms Jane Cheney, Associate Professor Paul Wraight, Professor Ian Marschner, Doctor Joel Willem Johan Lasschuit, Doctor Vivienne Chuter, Doctor Pamela YiMing Chen, Professor Robert Alwyn Fitridge, Doctor Eleanor P Thong",Open competitive,30/6/2025,29/6/2030,Not available,Not available,4974523,11/9/2025
MRFITI000085,National Critical Research Infrastructure,2023 Innovative Trials,University of Sydney,University,NSW,BEAT-CF MARS- management of acute respiratory symptoms in Cystic Fibrosis,"BEAT-CF is an established adaptive trial platform, with the purpose of patient-driven evidence, on, for and by people affected by cystic fibrosis (CF).  BEAT-CF has enrolled nearly a 1000 people with CF from CF centres across Australia. Amidst the transformation in CF management brought by modulator therapies, Research priorities have shifted toward minimising the burden and toxicity of CF-related treatment.  To this end, BEAT-CF MARS will nest a new domain to BEAT-CF’s existing platform to assess the safety of two antibiotic-sparing strategies for managing pulmonary exacerbations. The proposal addresses all of the scheme’s intended outcomes, 7 of MRFF’s 13 nominated Research priorities, and international consumer priorities for CF research",Professor Thomas Laurence Snelling,"Professor Thomas Laurence Snelling, Professor Andre Schultz, Doctor Bernadette J Prentice, Doctor Sheila Sivam, Professor Adam Jaffe, Doctor Ameneh Khatami, Doctor Nathan Andrew Ward, Professor Peter Alexander Blanch Wark, Mr Mark Jones, Mr Mitch Messer, Doctor Evelyn Cheng Suan Tay",Open competitive,30/6/2025,29/6/2030,Not available,Not available,2993024,11/9/2025
