ID,Manual_Sleep_Topic,Funding_body,Scheme,Organisation,Investigators,Date,Funding,Summary
"APP2034827",no,NHMRC,"NHMRC Investigator Grants","University of Queensland","Assoc Prof Benn Sartorius",02-May-0024,2792745,"Space-time analysis of infectious diseases helps us understand disease patterns, and optimally and more efficiently guide control and prevention strategies. However, a gap remains between this research and translation into real-world use/impact, especially in resource-poor countries. SPIDERMAP aims to bridge this gap through innovative spatial research on priority IDs in Australia and Pacific Islands, helping optimise decision-making and thereby improving health in high-risk sub-populations."
"APP2034837",no,NHMRC,"NHMRC Investigator Grants","Council of the Queensland Institute of Medical Research","Dr Yeda Wu",02-May-0024,674400,"Gastrointestinal (GI) disorders burden patients and society. They often co-occur with neuropsychiatric (NP) conditions, suggesting a hidden connection. Investigating the genetic origins of GI disorders and their connection to NP conditions is essential for advancing prevention and treatment. This project delves into the genetics of GI disorders and their relationship with NP conditions, offering potential for more personalized and effective treatments that can make a life-changing difference."
"APP2034857",no,NHMRC,"NHMRC Investigator Grants","University of Adelaide","Dr Guangze Yang",02-May-0024,674400,"Prostate cancer is a significant health concern both in Australia and globally. Many individuals undergoing hormone therapy eventually develop advanced prostate cancer that resists treatment. To tackle this issue, this project aims to create innovative nanomedicines for a combined chemoimmunotherapy approach, integrating chemotherapy and immunotherapy. The goal is to enhance the effectiveness of treatment for advanced prostate cancer while reducing unwanted side effects."
"APP2034904",no,NHMRC,"NHMRC Investigator Grants","University of New South Wales","Dr Sandersan Onie",02-May-0024,649400,"Suicide is a leading cause of death in Australia, but most people will not seek help prior; thus, we need to find new ways to reach them. I will utilise internet search ads to reach out to those contemplating suicide by showing an ad to individuals searching for suicide related keywords."
"APP2034925",no,NHMRC,"NHMRC Investigator Grants","University of Adelaide","Prof Zachary Munn",02-May-0024,2792745,"People who make decisions regarding the health of individuals or society need trustworthy information to support these decisions, whether they be about the effectiveness of a strategy, the burden of a disease, the accuracy of a medical test or the preferences and values of a population. To produce trustworthy evidence, we need to collate and synthesise all of the information available. This work will improve the science behind evidence synthesis and the quality of evidence synthesis efforts."
"APP2034943",no,NHMRC,"NHMRC Investigator Grants","University of Melbourne","Dr Dominic Dwyer",02-May-0024,1603775,"Psychosis is a life-threatening mental illness that needs to be prevented. Australia has world-class preventative clinics, yet our therapies only work 50% of the time. We desperately need to improve this statistic by understanding why young people are at-risk of psychosis and how to better prevent their first-episode of illness. Cutting-edge artificial intelligence techniques will be used with a vision to reform care by personalizing preventative therapies."
"APP2034945",no,NHMRC,"NHMRC Investigator Grants","University of Queensland","Dr Hao Song",02-May-0024,1603775,"This project aims to develop a thermal stable oral-vaccine delivery platform through materials innovation and formulation engineering, with the ultimate goal of converting vaccine jabs into oral tablets. It is anticipated that a patient-friendly, market-ready oral vaccine nanotechnology with business advantages will be generated to improve the reach and acceptability of emerging vaccines to treat infectious and chronic diseases."
"APP2034960",no,NHMRC,"NHMRC Investigator Grants","University of Sydney","Prof David Beard",02-May-0024,2054863.7,"Surgery is an important and common area of medicine, yet it has developed without strong safety, benefit and value assessment, particularly with regard to new implanted devices and innovative practice.  This shortcoming will be addressed by setting up pockets of surgical trial research and expertise in four focused areas; orthopaedic, plastic, liver and vascular surgery. These specialty areas will act as examples for others to follow. The result will be an increase in surgical trials in Australia."
"APP2034965",no,NHMRC,"NHMRC Investigator Grants","University of South Australia","Dr Hanif Haidari",02-May-0024,674400,"The treatment of chronic wound-resistant infections remains a substantial clinical challenge primarily stemming from the absence of new antimicrobial breakthroughs. I am addressing this challenge by developing a patient-compliant, self-administrable antibacterial microneedle that can precisely access biofilm infections to eliminate them while initiating mechanisms to support wound healing. This technology will provide targeted, safe, and effective solution for all forms of resistant infections."
"APP2034976",no,NHMRC,"NHMRC Investigator Grants","Monash University","Assoc Prof Victoria Mar",02-May-0024,1362265,"Early detection and accurate diagnosis of melanoma improves survival, however a standardised approach to diagnosis does not currently exist, nor is it possible to monitor quality of care.  My research will enable development and validation of cutting-edge technologies to standardise diagnosis and optimise care. Emerging technologies will be used to identify significant variations in care."
"APP2034989",no,NHMRC,"NHMRC Investigator Grants","Monash University","Dr Katherine Anders",02-May-0024,1603775,"Dengue is a viral disease spread by mosquitoes. Regular large outbreaks in tropical settings place a strain on communities and health systems, and conventional approaches for controlling mosquitoes have been ineffective. My research will examine the real-world impact of two new effective tools for dengue control - Wolbachia mosquito releases and a vaccine - in Indonesia and Fiji, and generate evidence to support their scale-up to protect communities from dengue and other mosquito-borne diseases."
"APP2035021",no,NHMRC,"NHMRC Investigator Grants","University of Adelaide","Prof Jose Polo",02-May-0024,2924080,"This research aims to understand ""nuclear reprogramming"" - a process that can change a cell’s identity. I hope to find new ways to treat diseases and health problems. I am especially interested in how cells keep their identity and how amenable they can be in changing it. This knowledge can help us improve cell-based treatments and even fight cancer by reverting harmful cells into harmless ones. In short, this work could transform how we approach treatments in regenerative medicine and cancer."
"APP2035037",no,NHMRC,"NHMRC Investigator Grants","University of New South Wales","Dr Ira Deveson",02-May-0024,2792745,"Cutting-edge long-read sequencing (LRS) technologies provide a more complete picture of the human genome than previously possible. There are countless opportunities to streamline, improve or reimagine disease diagnosis using LRS. I will develop a collaborative research program that will lead LRS innovation and impact in Australia. My program will deliver new knowledge, resources and tools for genomic medicine, and support the biomedical community with access to the latest LRS advances."
"APP2035040",no,NHMRC,"NHMRC Investigator Grants","Murdoch Childrens Research Institute","Prof Melissa Wake",02-May-0024,2981630,"Many children are not thriving and life expectancy is falling. For long and healthy lives, we need new strategies to help children and midlife adults to flourish, prevent illness and effectively manage complex 21st century problems. Leveraging >$90 million of establishment and research funding, my program will harness the power of Australia’s new Generation Victoria cohort (final expected n ~150,000) into a discovery and intervention pipeline to improve the health and wellbeing of our nation."
"APP2035042",no,NHMRC,"NHMRC Investigator Grants","University of Western Australia","Prof Ryan Lister",02-May-0024,2924080,"The epigenome is essential for cell function, is disrupted in disease, and can store memories of a cell's past. This project will determine how cells remember their past and how to erase this memory to better engineer them; create new tools for adjusting gene activity to improve disease treatments; and investigate epigenome disruption during development in neurological disorders. This will unlock improved cell therapy tools and better understanding of diseases, underpinning future therapies."
"APP2035090",no,NHMRC,"NHMRC Investigator Grants","University of Queensland","Prof Glenn King",02-May-0024,2981630,"Many disorders of the nervous system, including intractable chronic pain and epilepsy, result from the aberrant activity of ion channels that ferry sodium and potassium ions across neuronal cell membranes. There are very few drugs available for treating some of these disorders and they often have debilitating side-effects. We are using animal venoms to develop potent and selective modulators of these ion channels as the next-generation of safe and effective pain killers and anti-epileptic drugs."
"APP2035111",no,NHMRC,"NHMRC Investigator Grants","La Trobe University","Dr Amy Dennett",02-May-0024,674400,"Exercise-based rehabilitation essential to cancer treatment and recovery. However, just 1 in 200 people can access exercise-based cancer rehabilitation. People struggle to return to their previous function which negatively affects their quality of life. My research program leverages my previous work to identify the needs of patients and doctors to access services and evaluate a framework to connect more patients to cancer rehabilitation that can be adapted to cancer centres nationwide."
"APP2032153",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","Deakin University","Prof Craig Olsson",10-May-0024,2227913.4,"Life expectancies worldwide have increased substantially over the past century; however, extended lifespans have not translated to extended healthspans. The ATP is one of Australia’s longest running cohorts. Next year, Generation 1 will enter their 70s, Generation 2 will enter their 40s, and Generation 3 will turn 10. This provides a rare opportunity examine the earlier life determinants of mental disorders and physical disease in middle and later life as well as across generations."
"APP2032163",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","University of Melbourne","Dr Katherine Gibney",10-May-0024,3960351.6,"Invasive group A streptococcal disease (iGAS) causes more deaths in Australia than meningococcal disease. iGAS is becoming more common in Australia and overseas. Household contacts of a case have a 2000-times increased risk of developing iGAS themselves. Unlike meningococcal disease, a national approach to preventing iGAS among household contacts is lacking. Findings from this trial will clarify when household contacts need antibiotics to prevent further iGAS cases, and which antibiotics to use."
"APP2032210",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","University of New South Wales","Prof Mark Parsons",10-May-0024,3743489.6,"This unique world-first project targets a significant area of unmet need by identifying a relatively new but common cause of stroke, atrial myopathy, that is a harbinger of recurrent stroke and cognitive decline. This project will deliver major knowledge gain in understanding stroke pathophysiology, facilitating earlier detection and treatment. There will substantial health impact should our trial show that anticoagulation in atrial myopathy reduces stroke recurrence and cognitive decline."
"APP2032228",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","University of New South Wales","Prof Boon Chua",10-May-0024,1128247.25,"DCIS within milk ducts may turn into invasive breast cancer if untreated. The 5-year results of our study of 1608 women shows that after surgery, higher radiation doses to the part of the breast where DCIS was in addition to whole breast radiotherapy (RT) significantly reduced recurrence. The more convenient 3 weeks of RT is as safe and effective as 5 weeks of RT. Our proposal aims to assess their 10-year outcomes, and explore their lived experiences to support shared treatment decision-making."
"APP2032302",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","University of Western Sydney","Prof David Simmons",10-May-0024,2492610.26,"Treatment of gestational diabetes mellitus (GDM) identified in early pregnancy prevents birth complications. This research will discover if it also reduces long-term risks of diabetes and obesity in mother or baby. We will take metabolic measurements in mothers and offspring over 5-7 years to determine the benefits or harms of treating early GDM and to compare immediate versus deferred treatment. This definitive study will inform GDM screening, diagnostic and practice policies globally."
"APP2032328",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","University of Sydney","Prof Emmanuel Stamatakis",10-May-0024,1989419.5,"Physical activity, sitting and sleep - termed “physical behaviours” - are major determinants of risk for many cancers, although we do not know what the minimal and optimal amounts for cancer prevention are. This project will use the wearable device data derived from the ProPASS consortium to examine the combined associations of physical activity, sitting and sleep with cancer risk. The aim is to provide precise evidence that will contribute to future cancer prevention guidelines."
"APP2032361",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","University of New South Wales","Prof Nadine Ezard",10-May-0024,2175568.98,"Australia has the highest rate of methamphetamine (MA) dependence globally. Cessation of regular MA use leads to symptoms of withdrawal, which perpetuate drug use and can prevent help-seeking. There is no treatment for MA withdrawal. We will conduct a clinical trial using a stimulant medication already used to treat attention-deficit/hyperactivity disorder in Australia. Lisdexamfetamine has the potential reduce withdrawal symptoms and become the first treatment for MA withdrawal in the world."
"APP2032362",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","University of Adelaide","Ms Karen Glover",10-May-0024,3666252.8,"This project aims to strengthen Aboriginal and Torres Strait Islander young people’s social and emotional wellbeing and translate knowledge into action across primary health care, mental health, housing, education and social care sectors to benefit Aboriginal and Torres Strait Islander young people and families.   "
"APP2032384",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","Murdoch Childrens Research Institute","Dr Clare Whitehead",10-May-0024,4388940.5,"Preterm birth can lead to death and life-long disability. In nearly half of preterm births, the mother ""breaks her waters"" before the onset of labour, which increases the risk of infection for the mother and baby. PROMOAT is an innovative clinical trial that will assess what is the best antibiotic to give mothers with ""preterm broken waters"" or ""PPROM"" to improve outcomes for preterm babies and their mothers."
"APP2032407",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","University of Sydney","Prof Jacob George",10-May-0024,5947688,"This project aims to bring precision medicine, a treatment approach tailored to individual patients, to liver cancer care. We will use cellular and spatial genomics to understand liver cancer at the molecular level and build a national cohort for in-depth study, hoping to improve treatment and patient outcomes."
"APP2032420",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","Monash University","Prof Thanh Phan",10-May-0024,2249615.44,"Ischaemic stroke is due to clot blocking vessels of the brain. Thrombectomy or mechanical removal of clot is the best treatment for clot obstructing large vessel compared to clot busting drug or best medical therapy. However, the best treatment (clot busting or extraction) of clot obstructing medium sized vessel is yet to be determined. The aim of this trial is to determine the best treatment strategy for blood clot blocking medium sized vessels of the brain."
"APP2032421",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","Murdoch Childrens Research Institute","Prof Kirsten Perrett",10-May-0024,1617205.05,"We will test if a simple and well tolerated intervention, daily vitamin D drops in the first year of life, can prevent asthma and lung function deficits. This trial may change global infant nutrition recommendations and reduce the lifelong effects of respiratory disease. This is an age 6 years follow-up study of our large NHMRC funded trial, VITALITY, which recruited 2739 children, and is testing if this intervention (vitamin D) can prevent food allergy and eczema at age 1.  "
"APP2032441",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","University of Sydney","Assoc Prof Peter Grimison",10-May-0024,1362000.4,"Advanced germ cell tumours such as testicular cancer typically affect young people, and more than half of those with the worst prognosis features die with standard treatment. The purpose of this trial is to determine whether giving the same dose of a chemotherapy combination called BEP, Bleomycin, Etoposide Cisplatin, on a 2-weekly schedule will be more effective than a 3-weekly schedule. This Australian led international trial could improve cure rates and reduce the duration of side effects."
"APP2032444",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","University of Sydney","Dr Ameneh Khatami",10-May-0024,4342730.5,"Staph aureus (golden staph) bloodstream infections are common and deadly, despite antibiotics. Phages are viruses that infect and kill bacteria. We have been treating patients with severe infections using phages produced by our team since 2022. This trial will investigate use of a locally produced 2-phage combination (cocktail) that targets the golden staph bacteria to see if it provides an advantage in addition to antibiotics in treating patients with severe golden staph bloodstream infections."
"APP2032454",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","University of Melbourne","Dr Robin Cash",10-May-0024,2464141.5,"Non-invasive brain stimulation offers new hope to individuals suffering from depression who do not respond to standard therapy. Recent work demonstrates brain stimulation clinical outcomes might be substantially improved by adjusting the exact position, at which brain stimulation is applied, to directly modulate a brain circuit involved in depression. We aim to test this in a large clinical trial comparing this new targeted brain stimulation approach with a conventional brain stimulation therapy"
"APP2032492",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","South Australian Health and Medical Research Institute","Assoc Prof Odette Pearson",10-May-0024,2060772.6,"Cancer in the Indigenous population is increasing. Led by Indigenous researchers and informed by the community, an Aboriginal cancer cohort will be established by creating a unique state-wide dataset to identify the most important priority areas for addressing disparities that will have greatest impact on reducing inequalities and improving outcomes for Aboriginal people with cancer."
"APP2032498",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","Deakin University","Dr Alyna Turner",10-May-0024,2928425.5,"Working after a stroke is associated with better physical and mental health outcomes. In Australia, people who have had a stroke can often miss out on targeted support to help them return to and stay at work, particularly those in rural areas. We plan to evaluate a telehealth service designed to improve work ability after a stroke. This service ensures recovery as well as work-related needs are met, and has the potential to increase work participation and productivity long term after stroke."
"APP2032516",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","University of New South Wales","Assoc Prof Sam Adie",10-May-0024,2154577.23,"Total Knee replacement (TKR) is a common surgical procedure that aims to improve pain and quality of life in people with severe arthritis of the knee. However, one in four people have persistent, pain after TKR. We have developed a model of cae (EPIK) to improve outcomes for people with persistent pain after TKR, which will be evaluated in a rigorous, high-quality randomised controlled trial."
"APP2032525",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","University of New South Wales","Prof Craig Anderson",10-May-0024,5191922.6,"Opening up blocked blood vessels with intravenous thrombolysis is a proven treatment for acute ischaemic stroke. However, there are still knowledge gaps over the balance of benefits and risks of this treatment in certain types of patients. The goal of our newly developed ACT-GLOBAL platform is to efficiently undertake a series of randomised investigations to optimise thrombolysis treatment for patients across the world."
"APP2032534",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","University of Melbourne","Prof Shyamali Dharmage",10-May-0024,3026874.19,"Chronic Obstructive Pulmonary Disease (COPD) is usually diagnosed far too late, when lung damage cannot be recovered and treatment cannot prevent further decline. Aiming to prevent 3.2 million premature deaths, we will conduct a world first trial of Triple Therapy (3 safe medicines in one inhaler) to stop progression of early lung damage to full-blown COPD. We will also identify if particular groups of people are more likely to benefit from this treatment and evaluate its cost-effectiveness."
"APP2032553",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","University of Western Australia","Assoc Prof Debra Palmer",10-May-0024,2290114,"This study aims to determine the ideal amount of peanuts in breastfeeding mothers’ diets to prevent peanut allergies in their babies. A new finding from our pilot trial suggests that a high-peanut diet during breastfeeding may reduce babies developing peanut allergies. To make maternal diet during breastfeeding for food allergy prevention guidelines, we now need to include more women and babies. This research has been co-designed with consumers who will be involved in all stages of this project."
"APP2032603",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","Australian National University","Prof Raymond Lovett",10-May-0024,1789516,"Health and wellbeing are influenced by many factors, yet globally, Western-developed Quality of Life measurements focus almost exclusively on physical health. For Indigenous peoples, social, emotional and cultural wellbeing of community, and health of country impact quality of life. This project will create a world-first Indigenous wellbeing index to inform policy, services and programs that meet Aboriginal and Torres Strait Islanders’ wellbeing needs - a model that could be adapted globally."
"APP2032605",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","University of Queensland","Assoc Prof Jennifer Koplin",10-May-0024,1117916.3,"Food allergy affects 1 in 10 Australian children. Adolescents are at highest risk of life-threatening allergic reactions, however, much less is known about food allergy in adolescents compared to young children. This study will investigate how food allergy affects adolescents and their families; find out how often childhood food allergy resolves by adolescence; develop better tests to determine if food allergy has resolved and improve clinical management of food allergy in this age group."
"APP2032610",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","University of New South Wales","Assoc Prof Anthony Delaney",10-May-0024,6339906.7,"Patients with severe acute brain injury who require treatments to support their breathing in an intensive care unit are at high risk of developing lung infection. Those that do develop lung infections have a higher risk of dying, and may not recover as well as they could from the brain injury. We plan to conduct a clinical trial to assess whether the use of antibiotics at the time of commencing intensive care interventions will lead to reduced risk of death and improved recovery."
"APP2032628",no,NHMRC,"NHMRC Clinical Trials and Cohort Studies","University of Melbourne","Prof Steven Tong",10-May-0024,6952426,"Staphylococcus aureus bloodstream infections causes 300,000 deaths per year. The SNAP trial is an Australian led international clinical trial addressing priority treatment questions. Despite delays in starting SNAP due to the COVID-19 pandemic, SNAP is now the largest S. aureus bloodstream infection trial ever. Through ongoing funding, we aim to involve more countries, ensure sufficient participants to address current and new questions, and understand long-term patient impacts of the infection."
"APP2033880",no,NHMRC,"NHMRC Investigator Grants","University of Melbourne","Dr Carolien van de Sandt",27-Jun-0024,1603775,"My research aims to understand why the same virus causes mild infections in one person and has devastating-outcomes in another. 1-in-5 people have weak immunity resulting in severe infections. Traditional vaccines boost healthy immunity rather than repair immune function, providing suboptimal protection in high-risk populations. Understanding how immunity is generated, why it fails and how immunity can be repaired will aid development of novel vaccines/interventions for high-risk populations."
"APP2035274",no,NHMRC,"NHMRC Targeted Call for Research","Deakin University","Prof Yin Paradies",19-Jul-0024,1566842,"ACHIEVE aims to understand and address how commercial factors impact Indigenous health. Working closely with Indigenous communities the project will explore Indigenous views on the commercial determinants of health (CDoH); evaluate the effectiveness of existing marketing regulations; assess how specific commercial entities affect Indigenous health, and collaborate with Indigenous organisations to co-create solutions to the CDoH. The key outcome will be an Indigenous-led CDoH policy agenda."
"APP2035347",no,NHMRC,"NHMRC Targeted Call for Research","University of Melbourne","Prof Sandra Eades",19-Jul-0024,1273513.6,"This project seeks to understand how the commercial determinants of health (CDoH) impact the everyday lives of people living in the remote NT community of Ngukurr. Supporting Indigenous knowledge systems and methdologies, the project will  employ community based researchers to work with community members to develop models and frameworks for understanding the pathways and networks between health and the commercial determinants and to propose solutions for advocacy and community planning."
"APP2035564",no,NHMRC,"NHMRC Targeted Call for Research","University of Queensland","Assoc Prof Mark Wenitong",19-Jul-0024,1408201,"Community stores servicing people in remote Indigenous communities across Australia are adopting practices that challenge the profit-at-any-cost approach to implement stores driven by social values. We aim to build a deeper understanding of facilitators and obstacles that promote the health of people and planet, and co-design a framework to support decision-making for action that promotes health in stores. Scaled-up, this approach could be adopted by other industries and contexts in Australia."
"APP2035577",no,NHMRC,"NHMRC Targeted Call for Research","Australian National University","Prof Raymond Lovett",19-Jul-0024,977532.4,"The commercial determinants of health for Indigenous peoples are not defined, which presents a significant knowledge gap; knowledge that is critical to address persistent health inequity. This proposal will create the first comprehensive Indigenous Commercial Determinants Index to equip policymakers to strengthen systems and services to improve health outcomes; and create a tool to empower communities to make decisions about local commercial activities that will bring benefit, and reduce harm."
"APP2035579",no,NHMRC,"NHMRC Targeted Call for Research","Menzies School of Health Research","Ms Carol-Lynne Christophersen",19-Jul-0024,2034231.8,"Project White-Ant will generate knowledge that can support Aboriginal and Torres Strait Islander communities to protect against harms caused by commercial systems. The project proposes tangible knowledge and skill-building which enables communities to influence which, and how, products and services are sold to their peoples, generating collective action to improve public policy in a context where effective policy and programs and different conversations are so sorely needed."
"APP2032909",no,NHMRC,"NHMRC Targeted Call for Research","University of Melbourne","Dr Joanne Tropea",08-Aug-0024,990731.5,"Older people living in residential care are at risk of infections like influenza and COVID. Staff are responsible for actions that prevent these infections and deliver quality care. They need ongoing training and support to do this. We will study how a group learning approach works (Community of Practice, CoP). Building on our current research, we will work with staff and consumers to test CoPs and explore how to share this approach across Australia. We aim to improve care and reduce infections."
"APP2034723",no,NHMRC,"NHMRC Targeted Call for Research","University of Sydney","Prof Ramon Shaban",08-Aug-0024,745287.2,"Incoming aged care standards will require all residential aged care homes (RACHs) to appoint a designated infection control professional (ICP). This research will support these mandates by developing an evidence base for infection control in RACHs and by establishing a set of standards for: 1) the essential elements and governance arrangements for IPC programs in RACHs, and 2) the practice and competency for ICPs in RACHs."
"APP2035155",no,NHMRC,"NHMRC Targeted Call for Research","University of Technology Sydney","Dr Su-yin Hor",08-Aug-0024,991077.6,"This project will investigate how we can keep residents, staff, and the community safe from infectious diseases, without compromising the rights, and health and wellbeing needs of older people in care. Researchers will partner with people in care, their families and carers, residential aged care providers and infection control experts, to develop and evaluate resources to support infection prevention programs that are compassionate, appropriate and safe for people in residential aged care."
"APP2035342",no,NHMRC,"NHMRC Targeted Call for Research","Monash University","Prof Anton Peleg",08-Aug-0024,998995.9,This research program will develop optimised models and approaches for infection prevention and control in residential aged care homes through a highly engaged co-design process with people with lived experience and end users to improve the lives of people living in aged care homes by reducing their risk of infection.
"APP2032385",no,NHMRC,"NHMRC Partnership Projects","Queensland University of Technology","Prof Steven McPhail",18-Aug-0024,1332594.6,"This research originated (from inception) and is fundamentally led by the Aboriginal and Torres Strait Islander Community Health Service (ATSICHS), Brisbane which started searching for a means for their people to play a more direct role in their own wellbeing over half a century ago, which this project will build on."
"APP2032720",no,NHMRC,"NHMRC Partnership Projects","University of Queensland","Prof Carlos Salomon",18-Aug-0024,1461194.3,"We have developed a new type of test (OCRF-7) for the earlier detection of ovarian cancer. The EARLY study will establish the disease specificity, analytical validation and feasibility of implementation of the OCRF-7 assay by performing a comparison analysis of the performance of OCRF-7 to identify women with ovarian cancer versus other types of cancer and relevant clinical conditions. This information is required to make progress in the pathway to making the test available for clinical use."
"APP2032751",no,NHMRC,"NHMRC Partnership Projects","Southern Cross University","Assoc Prof Christina Aggar",18-Aug-0024,1334456.37,"Delirium is a common, frightening and costly hospital complication that causes confusion and negative outcomes for older Australian adults and their family carers. Despite being preventable, delirium assessment and recognition in clinical practice is poor. We aim to focus on the nurse-carer partnership, supported by a Prevention & Early Delirium Identification Carer Toolkit (PREDICT) to reduce delirium incidence and associated hospital costs, and drive systemic change in delirium management.   "
"APP2032859",no,NHMRC,"NHMRC Partnership Projects","Griffith University","Prof Fabricio da Silva Costa",18-Aug-0024,1475910,"Each year in Australia more than 9,000 pregnancies are impacted by pre-eclampsia, 27,000 babies are born preterm and 2,200 babies are stillborn. Many of these outcomes are preventable. Our initiative will implement a digital medical device developed with significant consumer and clinician engagement to provide pregnant women with personalised risk assessment, enabling effective care. Adoption of this device will dramatically improve outcomes, reduce variation in care and reduce healthcare costs."
"APP2032912",no,NHMRC,"NHMRC Partnership Projects","Queensland University of Technology","Assoc Prof Peter Lazzarini",18-Aug-0024,1363466.75,"This project aims to robustly evaluate the implementation of co-designed, evidence-based, hub-spoke DFD models of care (“DFootHubs”) to determine if they do improve access to services, quality of services, effectiveness of services, are sustainable and scalable to other regions of Australia and potentially Internationally. The project will be guided by best practice implementation science frameworks to sequentially evaluate each stage of the implementation of each DFootHUB model."
"APP2034917",no,NHMRC,"NHMRC Partnership Projects","University of New South Wales","Assoc Prof Naomi Hammond",18-Aug-0024,1478026,"Sepsis survivors across the lifespan have unmet chronic and complex health needs requiring comprehensive support after hospital discharge. These patients frequently fall through the cracks of the health system with as many as 70% being readmitted to hospital within 1 year. This program will provide critical information to develop and evaluate effective post sepsis follow-up models of care across the lifespan, to improve long-term outcomes of those experiencing sepsis and their families."
"APP2035243",no,NHMRC,"NHMRC Partnership Projects","Griffith University","Prof Lara Farrell",18-Aug-0024,1475616.6,"This proposal aims to bridge the science-to-service gap for Australian children and young people (CYP) suffering from obsessive-compulsive disorder (OCD). This partnership will transform mental health service delivery and policy via the implementation, evaluation, and dissemination of an evidence-based model of care (MoC) for young people with OCD in NSW and QLD.  Our MoC includes evidence-based screening; best-practice assessment; flexible delivery of CBT-ERP; and routine outcome assessments."
"APP2035258",no,NHMRC,"NHMRC Partnership Projects","La Trobe University","Prof Katherine Harding",18-Aug-0024,1469063.3,"Waiting lists for specialist clinics are one the most intractable problems in our health system, despite a large body of evidence showing waiting lists can be reduced. This project will apply this evidence in 8 outpatient clinics, evaluating the impact on waiting times using a rigorous method for health services research. We will evaluate the economic costs and benefits, and work with staff and consumers to explore the ""how and why"" of our results to inform future translation to practice."
"APP2035321",no,NHMRC,"NHMRC Partnership Projects","Monash University","Prof Janet Anderson",18-Aug-0024,1449962.5,"Hip and knee replacement surgery is common in older people, but they often have multiple health conditions and poorer outcomes. One reason is the lack of routine expert geriatric assessment in their pre and post-surgical care despite international evidence of its benefits. This study will evaluate the effectiveness of Comprehensive Geriatric Assessment and produce a road map for introducing it to Australian hospitals."
"APP2035358",no,NHMRC,"NHMRC Partnership Projects","University of Queensland","Prof Leanne Hides",18-Aug-0024,1475506.5,"We are currently only meeting half of the demand for alcohol and drug (AOD) treatment. This project will utilise our strong partnerships with AOD treatment and policy experts to examine the efficacy of the First Step brief intervention model of care, which places a brief intervention at the beginning of treatment. We will examine the cost-effectiveness and co-design implementation strategies to enhance and sustain the delivery of this brief intervention in AOD services."
"APP2035393",no,NHMRC,"NHMRC Partnership Projects","University of New South Wales","Prof Nigel Lovell",18-Aug-0024,1446108.6,"Through partnering and co-design we will build and implement a telehealth platform for managing patients with complex chronic disease and integrate it into the virtual care and home-based care services run by our partner organisation. We will then evaluate the system to assess its effectiveness from patient and organisation perspectives. We will use these findings to guide the design of future systems aimed at providing safe, scalable and cost-effective holistic care."
"APP2035789",no,NHMRC,"NHMRC Partnership Projects","Edith Cowan University","Dr Myles Murphy",21-Aug-0024,1170290,"Our research will involve co-designing a Western Australia Police Force injury prevention program. This prevention program will be implemented as standard practice in Police Force recruit training. We will assess the effect of our program on injury rates, when compared to the past 10 years of injury data. This project will create a sustainable injury prevention program for the Police Force, increasing the health of their workforce and reducing the healthcare costs."
"APP2036255",no,NHMRC,"NHMRC Partnership Projects","University of New South Wales","Prof Valsamma Eapen",21-Aug-0024,698393.6,The Kids Connect program aims to create a blended (digital/in-person) strengths-based integrated approach embedded within routine child and family service system across three priority communities to 1) Identify children with developmental needs early and 2) provide early intervention and supports through the co-production of equitable strengths-based models of care; 3) Evaluate the impact and implementation outcomes of the Kids Connect program and integrate new knowledge to address service gaps.
"APP2035240",no,NHMRC,"NHMRC Centres of Research Excellence","Queensland University of Technology","Prof Natalie Bradford",30-Aug-0024,3000000,"Palliative care for the 30,000 Australian children who may need such care lacks evidence. Our project partners with experts and consumers to improve care through research. Our four programs of research are informed by and aligned with the Paediatric Palliative Care National Action Plan. Each program of research uses gold standard research methods to address questions. Our goal is to translate evidence into better healthcare for children with life-limiting conditions and their families."
